[EXITO] Bandera: Paquete llegó a destino. Paquete: 221484601, Destino: OYSN, Tiempo restante: 213 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000401, Destino: OSDI, Tiempo restante: 494 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000402, Destino: OSDI, Tiempo restante: 494 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981301, Destino: OSDI, Tiempo restante: 593 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981302, Destino: OSDI, Tiempo restante: 1496 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981201, Destino: OSDI, Tiempo restante: 1973 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981202, Destino: OSDI, Tiempo restante: 660 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000101, Destino: OSDI, Tiempo restante: 480 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229000102, Destino: OSDI, Tiempo restante: 765 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981901, Destino: OSDI, Tiempo restante: 1535 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981902, Destino: OSDI, Tiempo restante: 1535 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348012701, Destino: SLLP, Tiempo restante: 1043 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348012702, Destino: SLLP, Tiempo restante: 1243 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348012401, Destino: SLLP, Tiempo restante: 636 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348012402, Destino: SLLP, Tiempo restante: 1028 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981401, Destino: OSDI, Tiempo restante: 602 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 213981402, Destino esperado: OSDI, Último destino: OJAI, Tiempo restante: 1155 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981402, Destino: OSDI, Tiempo restante: 602 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348012601, Destino: SLLP, Tiempo restante: 357 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348012602, Destino: SLLP, Tiempo restante: 1040 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981701, Destino: OSDI, Tiempo restante: 83 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213981702, Destino: OSDI, Tiempo restante: 620 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758301, Destino: LOWW, Tiempo restante: 870 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758302, Destino: LOWW, Tiempo restante: 508 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758601, Destino: LOWW, Tiempo restante: 1188 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758602, Destino: LOWW, Tiempo restante: 2324 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758501, Destino: LOWW, Tiempo restante: 878 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758502, Destino: LOWW, Tiempo restante: 1425 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276554701, Destino: SEQM, Tiempo restante: 722 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276554801, Destino: SEQM, Tiempo restante: 243 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276554201, Destino: SEQM, Tiempo restante: 222 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758901, Destino: LOWW, Tiempo restante: 1148 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128758902, Destino: LOWW, Tiempo restante: 1148 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276554301, Destino: SEQM, Tiempo restante: 1128 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378730201, Destino: UMMS, Tiempo restante: 545 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378730202, Destino: UMMS, Tiempo restante: 545 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378730203, Destino: UMMS, Tiempo restante: 1048 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729901, Destino: SABE, Tiempo restante: 1832 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729902, Destino: SABE, Tiempo restante: 1372 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729801, Destino: SABE, Tiempo restante: 1544 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729802, Destino: SABE, Tiempo restante: 1362 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729201, Destino: SABE, Tiempo restante: 63 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729202, Destino: SABE, Tiempo restante: 811 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293250601, Destino: SGAS, Tiempo restante: 118 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293250401, Destino: SGAS, Tiempo restante: 112 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128757301, Destino: LOWW, Tiempo restante: 1370 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128757302, Destino: LOWW, Tiempo restante: 461 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128757201, Destino: LOWW, Tiempo restante: 1125 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128757202, Destino: LOWW, Tiempo restante: 821 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276553501, Destino: SEQM, Tiempo restante: 191 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378730701, Destino: UMMS, Tiempo restante: 1095 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378730702, Destino: UMMS, Tiempo restante: 1155 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378730703, Destino: UMMS, Tiempo restante: 592 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293250201, Destino: SGAS, Tiempo restante: 110 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293250101, Destino: SGAS, Tiempo restante: 104 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293250001, Destino: SGAS, Tiempo restante: 100 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244728901, Destino: SABE, Tiempo restante: 1298 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244728902, Destino: SABE, Tiempo restante: 1758 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244728701, Destino: SABE, Tiempo restante: 304 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244728702, Destino: SABE, Tiempo restante: 1466 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244728501, Destino esperado: SABE, Último destino: OMDB, Tiempo restante: 1422 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244728501, Destino esperado: SABE, Último destino: OERK, Tiempo restante: 857 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244728501, Destino esperado: SABE, Último destino: UBBB, Tiempo restante: 548 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244728501, Destino esperado: SABE, Último destino: OYSN, Tiempo restante: 52 min
[DETENIDO] Bandera: Sin vuelos disponibles o sin tiempo suficiente. Paquete: 244728501, Origen: EBCI, Destino: SABE, Tiempo restante: 52 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244728502, Destino: SABE, Tiempo restante: 1275 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244728401, Destino: SABE, Tiempo restante: 280 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244728402, Destino: SABE, Tiempo restante: 280 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729101, Destino: SABE, Tiempo restante: 1314 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729102, Destino: SABE, Tiempo restante: 56 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010601, Destino: SLLP, Tiempo restante: 333 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010602, Destino: SLLP, Tiempo restante: 1090 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010603, Destino: SLLP, Tiempo restante: 1090 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010604, Destino: SLLP, Tiempo restante: 533 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010605, Destino: SLLP, Tiempo restante: 333 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010606, Destino: SLLP, Tiempo restante: 533 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010607, Destino: SLLP, Tiempo restante: 533 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010608, Destino: SLLP, Tiempo restante: 1381 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010609, Destino: SLLP, Tiempo restante: 533 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 348010610, Destino: SLLP, Tiempo restante: 1090 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729001, Destino: SABE, Tiempo restante: 737 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244729002, Destino: SABE, Tiempo restante: 1707 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293251701, Destino: SGAS, Tiempo restante: 156 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60077001, Destino: LATI, Tiempo restante: 347 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60077002, Destino: LATI, Tiempo restante: 143 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60077003, Destino: LATI, Tiempo restante: 852 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60077004, Destino: LATI, Tiempo restante: 143 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60077005, Destino: LATI, Tiempo restante: 347 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60077006, Destino: LATI, Tiempo restante: 1223 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756201, Destino: LOWW, Tiempo restante: 2512 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756202, Destino: LOWW, Tiempo restante: 406 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293251901, Destino: SGAS, Tiempo restante: 159 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276552301, Destino: SEQM, Tiempo restante: 143 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756401, Destino: LOWW, Tiempo restante: 1320 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756402, Destino: LOWW, Tiempo restante: 1320 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276552401, Destino: SEQM, Tiempo restante: 631 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756301, Destino: LOWW, Tiempo restante: 2520 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756302, Destino: LOWW, Tiempo restante: 1854 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276552501, Destino: SEQM, Tiempo restante: 814 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756601, Destino: LOWW, Tiempo restante: 2226 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756602, Destino: LOWW, Tiempo restante: 1864 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276552601, Destino: SEQM, Tiempo restante: 814 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756801, Destino: LOWW, Tiempo restante: 2541 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756802, Destino: LOWW, Tiempo restante: 797 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293251301, Destino: SGAS, Tiempo restante: 148 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276552101, Destino: SEQM, Tiempo restante: 612 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293251201, Destino: SGAS, Tiempo restante: 139 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756901, Destino: LOWW, Tiempo restante: 1876 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128756902, Destino: LOWW, Tiempo restante: 1345 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293251101, Destino: SGAS, Tiempo restante: 77 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213984601, Destino: OSDI, Tiempo restante: 922 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213984602, Destino: OSDI, Tiempo restante: 258 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213984701, Destino: OSDI, Tiempo restante: 2240 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213984702, Destino: OSDI, Tiempo restante: 2367 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755001, Destino: LOWW, Tiempo restante: 2142 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755002, Destino: LOWW, Tiempo restante: 1780 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755301, Destino: LOWW, Tiempo restante: 717 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755302, Destino: LOWW, Tiempo restante: 1795 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755701, Destino: LOWW, Tiempo restante: 1047 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755702, Destino: LOWW, Tiempo restante: 2487 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755601, Destino: LOWW, Tiempo restante: 1281 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128755602, Destino: LOWW, Tiempo restante: 2478 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378739901, Destino: UMMS, Tiempo restante: 538 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378739902, Destino: UMMS, Tiempo restante: 478 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378739301, Destino: UMMS, Tiempo restante: 487 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378739302, Destino: UMMS, Tiempo restante: 487 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985401, Destino: OSDI, Tiempo restante: 839 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985402, Destino: OSDI, Tiempo restante: 2406 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985001, Destino: OSDI, Tiempo restante: 1716 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985002, Destino: OSDI, Tiempo restante: 2253 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378739101, Destino: UMMS, Tiempo restante: 871 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 378739102, Destino: UMMS, Tiempo restante: 413 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985901, Destino: OSDI, Tiempo restante: 1000 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985902, Destino: OSDI, Tiempo restante: 336 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985801, Destino: OSDI, Tiempo restante: 2431 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213985802, Destino: OSDI, Tiempo restante: 2304 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128754301, Destino: LOWW, Tiempo restante: 980 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128754302, Destino: LOWW, Tiempo restante: 980 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128754601, Destino: LOWW, Tiempo restante: 1234 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128754602, Destino: LOWW, Tiempo restante: 687 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753901, Destino: LOWW, Tiempo restante: 1733 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753902, Destino: LOWW, Tiempo restante: 1202 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753801, Destino: LOWW, Tiempo restante: 2089 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753802, Destino: LOWW, Tiempo restante: 2393 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 204993201, Destino: OSDI, Tiempo restante: 568 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 213982201, Destino esperado: OSDI, Último destino: OJAI, Tiempo restante: 1728 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982201, Destino: OSDI, Tiempo restante: 591 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982202, Destino: OSDI, Tiempo restante: 54 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982101, Destino: OSDI, Tiempo restante: 106 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982102, Destino: OSDI, Tiempo restante: 2210 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982301, Destino: OSDI, Tiempo restante: 2100 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982302, Destino: OSDI, Tiempo restante: 660 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982001, Destino: OSDI, Tiempo restante: 104 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982002, Destino: OSDI, Tiempo restante: 2208 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982601, Destino: OSDI, Tiempo restante: 2243 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982602, Destino: OSDI, Tiempo restante: 803 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982801, Destino: OSDI, Tiempo restante: 1593 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982802, Destino: OSDI, Tiempo restante: 2130 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982701, Destino: OSDI, Tiempo restante: 677 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213982702, Destino: OSDI, Tiempo restante: 677 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753001, Destino: LOWW, Tiempo restante: 2050 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753002, Destino: LOWW, Tiempo restante: 914 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753401, Destino: LOWW, Tiempo restante: 263 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 128753402, Destino: LOWW, Tiempo restante: 2065 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983201, Destino: OSDI, Tiempo restante: 1608 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983202, Destino: OSDI, Tiempo restante: 2145 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983701, Destino: OSDI, Tiempo restante: 2178 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983702, Destino: OSDI, Tiempo restante: 2178 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983901, Destino: OSDI, Tiempo restante: 749 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983902, Destino: OSDI, Tiempo restante: 2316 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983801, Destino: OSDI, Tiempo restante: 2316 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 213983802, Destino: OSDI, Tiempo restante: 876 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 204992501, Destino: OSDI, Tiempo restante: 1004 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 204992502, Destino: OSDI, Tiempo restante: 1618 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 204992301, Destino: OSDI, Tiempo restante: 992 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 204992302, Destino: OSDI, Tiempo restante: 166 min
